Area_WP/LOA^2 @ T/Dd = 0.12,Area_WP/LOA^2 @ T/Dd = 0.25,Area_WP/LOA^2 @ T/Dd = 0.33,Area_WP/LOA^2 @ T/Dd = 0.38,Area_WP/LOA^2 @ T/Dd = 0.50,Area_WP/LOA^2 @ T/Dd = 0.62,Area_WP/LOA^2 @ T/Dd = 0.67,Area_WP/LOA^2 @ T/Dd = 0.75,Area_WP/LOA^2 @ T/Dd = 0.88,Area_WP/LOA^2 @ T/Dd = 1.0
0.0402016136043966,0.0826108564324571,0.109920271535465,0.127329888792357,0.169244058139883,0.206130246488485,0.21467177176997,0.22448291605131,0.244153242429945,0.276477073022288
0.104197389765122,0.111455303563208,0.112535484354491,0.112991563956479,0.113322630617605,0.11260490204807,0.111002935289679,0.108569430834805,0.107399169179399,0.120782900357981
0.111639936262468,0.171147693451229,0.19295509275231,0.19377437494265,0.211849207832343,0.280860591663282,0.329764301007372,0.391061338368726,0.382441549718864,0.375465998356286
0.0939276175279871,0.130625817723813,0.152124226351798,0.161795197218646,0.187306808408885,0.199806766321122,0.20609965580035,0.217474023810038,0.24312654401163,0.359124234529971
0.0684105598287848,0.0934357424890605,0.108842723514622,0.118560181723126,0.145938058073122,0.177118091155892,0.190726813896203,0.213253302299311,0.251778429831792,0.289647757915137
0.0115121313857264,0.0446780237833033,0.0845731108423575,0.11559796244729,0.180239278117152,0.199856452062162,0.187303487278662,0.15991481991876,0.108653761964064,0.0472607724515282
0.0587619282344663,0.0740214976094463,0.0794244708386805,0.0828695387504662,0.0904739636695667,0.0956594756535526,0.0976608984346561,0.100659248401193,0.102760192504291,0.099820029759459
0.0747533094083356,0.134750218618091,0.148485877878934,0.154000431850088,0.15924761830592,0.157149617449614,0.155986086670607,0.1580752853277,0.176181188184749,0.193263675959339
0.147943849762486,0.190752211637371,0.207480308745467,0.215586330143345,0.228750545928883,0.233980413190077,0.235024904231065,0.245097215838479,0.253392534955012,0.260895657172599
0.0798211089205259,0.113064145889298,0.126334488956229,0.133186134989582,0.146221167263362,0.155266533181519,0.158176052845344,0.161911996346873,0.166190969467572,0.169598350284698
0.127595059498218,0.154372221567521,0.159222764133646,0.160702240441832,0.16105783081343,0.159438360037279,0.158628481333122,0.159462827959001,0.169194276765705,0.158496029887685
0.010240579458227,0.147467646831125,0.175031066263474,0.189657401832109,0.2139277909477,0.221515730799235,0.218995341793279,0.210260697269611,0.185549402062616,0.160901700471013
0.14578955765347,0.227036936763773,0.237125399987432,0.241509405703664,0.248697144620211,0.250319862102071,0.251153041030514,0.253478885192016,0.261029959158701,0.270592592593722
0.0436761663951218,0.078050979413856,0.0946178436168179,0.103179705333252,0.118885816848218,0.128228611641876,0.130887781215776,0.134058089734496,0.136765697094004,0.135388970284792
0.0559173918943606,0.0693437501485394,0.0796972126194427,0.0873608457123088,0.105745719400094,0.0991709318883368,0.0966998571393284,0.0948364561592623,0.0944860519196443,0.0945260973864304
0.0645462797933651,0.115397376258802,0.165709750136186,0.208185674560797,0.261335092082646,0.19368567933948,0.170435951280314,0.148203671819262,0.138353699541868,0.138212782885155
0.181163455429209,0.279634170036434,0.300426966790218,0.306957748430783,0.288589616833252,0.260984597618014,0.238151292815628,0.212757894862027,0.183167765093805,0.158362543106377
0.208423560961956,0.161819593404983,0.186224559559993,0.197919306279879,0.217573286771489,0.222355831786909,0.229230006992588,0.212574170493351,0.186073353458561,0.158439962946433
0.047665408731482,0.0509560731777254,0.0525348887106398,0.0533286159857525,0.0536148822284789,0.0577343132212109,0.0595656557504416,0.0626917700432201,0.0761129023225317,0.0955852332370269
0.0439165383502376,0.0731046233383629,0.0869730668884774,0.095295441766663,0.114641022985239,0.132532817675078,0.140263674091531,0.154687047343086,0.178760579918491,0.20813951895725
0.0207744696513485,0.0465995245522085,0.0539441524482742,0.0580761069650358,0.0690577327214734,0.0807216156826894,0.0851177710221092,0.0920315715369747,0.0947862154596097,0.0970345993006707
0.13539536424529,0.157403003250098,0.172423569957708,0.179813193905046,0.187478943500002,0.187340172827812,0.186868434301528,0.186132492296364,0.184456014173205,0.181672578610452
0.0808027257831254,0.109535312258595,0.120553102378521,0.126017932568254,0.135456627137709,0.140346263107679,0.141259434642909,0.141645360589894,0.119434049932374,0.10368150015293
0.177765323870416,0.233989747274214,0.251332860703551,0.259082819785536,0.269843903503545,0.269747786273605,0.265558657722144,0.248596922700813,0.210246375856487,0.187025425537081
0.165165333643668,0.220600150752267,0.251620204723809,0.264562317587719,0.280203429790261,0.268956654659595,0.258608948363988,0.230977053664973,0.168880410567374,0.122141806870447
0.0984446282915145,0.175537655775049,0.211245283872474,0.21379227823292,0.209535985755594,0.194878822058749,0.186388878106854,0.170172675564261,0.137438107881571,0.108720424409682
0.101181392497462,0.1720469344003,0.199313885791618,0.211031878693731,0.216880892311512,0.215122031835782,0.212837923691532,0.205865907957781,0.194307415673699,0.188839256692222
0.148812930633774,0.177274751667484,0.189408791061087,0.196192501869523,0.209792285195522,0.219415349569179,0.222232317906474,0.225344601983228,0.228229508182742,0.227456700776505
0.0902550905425855,0.126642795048093,0.147241563584947,0.158271488119516,0.175057198492534,0.180408889027573,0.179911059624251,0.175960024736788,0.161269750329797,0.137554424321659
0.151003674999041,0.170700754829673,0.179739055350788,0.184041268865815,0.18833977581174,0.178177279568165,0.173181165412538,0.162456929049985,0.13907443665548,0.156464238207719
