Volume/LOA^3 @ T/Dd = 0.12,Volume/LOA^3 @ T/Dd = 0.25,Volume/LOA^3 @ T/Dd = 0.33,Volume/LOA^3 @ T/Dd = 0.38,Volume/LOA^3 @ T/Dd = 0.50,Volume/LOA^3 @ T/Dd = 0.62,Volume/LOA^3 @ T/Dd = 0.67,Volume/LOA^3 @ T/Dd = 0.75,Volume/LOA^3 @ T/Dd = 0.88,Volume/LOA^3 @ T/Dd = 1.0
0.000163105543898442,0.000697619531039457,0.00121202355280755,0.00160847538261252,0.0027981947635219,0.00431241965235945,0.00501838024528549,0.00619236575638525,0.00822304148317608,0.0102958658217307
0.00210103291920659,0.00554517605939588,0.00770590004902226,0.0090654311069115,0.012341678328984,0.0156154775599303,0.0169632910298199,0.019080174492125,0.02244877825355,0.0258091936642818
0.00155097633239436,0.0048900464507803,0.00760808013228225,0.00936314956590756,0.0137330554818698,0.0189872675666893,0.0217559729395686,0.0270629068555204,0.0363318799662869,0.0445427618671648
0.0011630169530575,0.00352346764366751,0.00532983750895239,0.00657884450964126,0.00991213439754953,0.0136044733260491,0.0152194725918017,0.0179155795433763,0.0226569914740484,0.027891805153531
0.00135712068497301,0.00381537139529413,0.00570324169421221,0.00702985264882123,0.010702381529213,0.0152214488647089,0.017367111959815,0.021136629661593,0.0281844437406633,0.0357593143229346
0.000146376112204878,0.000939589250063871,0.00214261307936945,0.00333195660691004,0.00755089947698047,0.013166745719694,0.0154777857513426,0.018794618913303,0.0229730748544503,0.0252842220444457
0.000700853748355586,0.00204712853494705,0.00297745779594472,0.00359235521858451,0.00517525875201092,0.0068691449252999,0.00760175615132291,0.00880444792620326,0.0108223099365965,0.0126687872652084
0.000578820890774608,0.00303805326924709,0.00494646049364923,0.00621661248344086,0.00938838830754465,0.0125757996338943,0.0138893130167777,0.0159788110983677,0.0196179641620535,0.023338914052657
0.00156142883851927,0.00480467992086598,0.00712458121285628,0.00866270351517468,0.012549649423922,0.0165943090488322,0.0182985792110045,0.0210569062323912,0.025768096031442,0.0302523385896451
0.000444374206275582,0.00142339687372623,0.00215896333914493,0.00265648884708666,0.00394493424591117,0.00533372484767196,0.00593441923340085,0.00691624034346077,0.00855243123000235,0.0100960151997523
0.00181951593809367,0.00537568850654005,0.0077642822703411,0.00928551838964874,0.0129590714594987,0.016617930654628,0.0181292672303445,0.0205417169103946,0.024595768055621,0.0283626394172051
5.31888999110335E-05,0.00152147883720628,0.00333315568946795,0.00460617977919762,0.00800754107243762,0.0116900412780027,0.0132290421890597,0.0156327645909225,0.019236642313899,0.0221377014603756
0.000764995701545141,0.00306136713929603,0.00468106158443204,0.00572372892292979,0.00829688069620253,0.0109044421645266,0.0119963759040264,0.0137528067976085,0.0166630226512876,0.0194391605695099
0.000347341766505432,0.00122934638368944,0.00200111163830529,0.00255203385989685,0.00404189860926363,0.00569873404280208,0.0064199146457844,0.00760045359994044,0.00955898988853731,0.0113909154107748
0.00121401316678618,0.00310543185211208,0.00448965588684489,0.00546159042983601,0.00814674983902681,0.0110345403292553,0.0121735998326054,0.0139543857573403,0.0168153807959257,0.0194576990461229
0.000397561718995964,0.0013368092045024,0.00223929300576451,0.00299708068124966,0.00540899236400805,0.00764946245374998,0.00838680931382415,0.00941446286478189,0.0108989466913416,0.0122444842150063
0.00306935440379055,0.0102891728202015,0.0156580386338339,0.0191614905167292,0.0273794354657531,0.0349849550159729,0.0378763672978958,0.0419879905228842,0.0479115004823429,0.0526286169247159
0.00292389439442998,0.0083042065963974,0.0110033496414731,0.0128613966744529,0.0177026091118215,0.0228347529204383,0.0250538131675345,0.0284687948478678,0.0334744099201518,0.037469772833092
0.000989937837599293,0.0023283607803245,0.00319125726713879,0.00374304717494502,0.00508892220869428,0.00648031522522026,0.00709129104163732,0.00810989569971018,0.00992270475911281,0.0120526766354383
0.000251884071458466,0.000829626128109707,0.00131866546207379,0.00166606952127187,0.00262719480790558,0.00375782309923904,0.00427752128759868,0.00517650181135264,0.0068280926647879,0.00857321103431005
9.87995645461363E-05,0.000412555042333464,0.000686174933441733,0.000875663439810221,0.0013910394981275,0.0019990445249386,0.0022798034054174,0.00275932457880052,0.00358241543844395,0.0043605639416485
0.00180071283078154,0.00505911145764504,0.00728482635350146,0.00878135281365676,0.0125349437077461,0.0163520590941256,0.0179377579558332,0.0204667330483502,0.0245515406362243,0.0282775161584615
0.000385364879013827,0.00104988451541763,0.0016324952003342,0.00202209433258864,0.00301613171044204,0.00406394253802061,0.00450876496024482,0.00522400943029937,0.00630559977281106,0.0071418713639663
0.00313587132532232,0.00925434754907929,0.0135680047269305,0.0163999802975594,0.023461366668574,0.0306682703050422,0.0336390583394887,0.0382255321836651,0.0448259872124072,0.0500585482199439
0.00395150783475472,0.010035988400158,0.0147038555493257,0.0178800314105252,0.0259653038980544,0.0341631812252209,0.0374118284212194,0.0422422798410938,0.0486408275116605,0.0528892587143745
0.00150102926781428,0.0060150520729145,0.00974782526392478,0.0123309085916365,0.018528374337595,0.0244410053506286,0.0267566255689389,0.030224794358464,0.0350932995728644,0.0386703465759182
0.00169741304935909,0.00599752092258606,0.00954922901277545,0.0119942255114176,0.0181629541709786,0.0243501457987369,0.02689655750748,0.0308855541014676,0.0370700754377387,0.0425177939895222
0.0019087856910127,0.0045438130244734,0.00635284802537053,0.0075413245460503,0.0105484021309125,0.0137274271661059,0.0150886304472624,0.0172965708020334,0.0209305802564047,0.0243100844813919
0.000960510749257177,0.00277753540969042,0.00417901571444775,0.00515737763673118,0.00773145535056081,0.0104713569831114,0.0116242097842995,0.0134479835306281,0.0162657653974973,0.018572976882355
0.00209686169916725,0.00511064332091509,0.00711923981003764,0.00842185267758774,0.0116333888084329,0.0148255036292892,0.0160840884037202,0.0180084455817257,0.0208217006057078,0.0232245211993787
0.00132445889476343,0.00366414996789464,0.0052747688923507,0.00632604980280131,0.00896926095291454,0.0117353086130527,0.0129234702090892,0.0148620321501261,0.0181527623435415,0.0214541666888102
0.00122424540056113,0.00398524837043639,0.0064640729384098,0.00845903623415901,0.0143493075428289,0.0210855378775338,0.0240225599519333,0.0284229570063179,0.0345849509223101,0.0392546041339309
0.000233585364613541,0.000806680090432138,0.00132178467677587,0.00168932429330455,0.00267008810653958,0.00375282987514572,0.0042275100423643,0.00501087162619193,0.0063549025204275,0.00767053914170444
0.00178117603832527,0.00559193344117361,0.00841074414165788,0.0102825908506322,0.0148965476333593,0.0195929709603106,0.0215209180265113,0.0245620952987556,0.0293730762603205,0.0336670555240962
0.00106200590250613,0.00357057175175802,0.00584835149929256,0.00755591028093734,0.0117233420583313,0.0163364943314884,0.0182660549766747,0.0213496957312117,0.0263317717102349,0.0308779611874095
0.00168438734875328,0.00630451036540014,0.0095240444865952,0.0116083509197386,0.0165656665428248,0.0211854486392569,0.0229665946671822,0.0256294289012663,0.0294427516486797,0.0323694152225545
0.00195404375860777,0.0055644502844165,0.0084743425838225,0.0104631630120957,0.015653887544427,0.0214333168229347,0.0240425314617165,0.0281465372577088,0.0345529691639017,0.0402257527636047
0.000633710469841529,0.0018899273637236,0.00290053170074417,0.00363105867521343,0.00572602108568855,0.00826431432290832,0.00941180293179976,0.0112699768763707,0.014212654313675,0.0168207432254762
0.00214823292360297,0.00561635364433175,0.00802025676864174,0.00958673898100827,0.0134659898574314,0.0173998009292724,0.0190214050515642,0.0215541710234009,0.0253087038714258,0.0280327251257656
0.000770356893663842,0.00226405272485518,0.00368344226166797,0.00466705375498567,0.00734549468802325,0.0104645609361723,0.0118855239736542,0.0142985772282272,0.0188367042318699,0.0233079710282461
0.000698657259340525,0.00220828176657796,0.0032645820911267,0.00396385928435477,0.00574192333171368,0.00762194000715946,0.00842342220055426,0.00971391914290986,0.0118069739929571,0.0137013003475498
0.000474445144416042,0.00145814101696315,0.00221289793563246,0.00273171108001383,0.00411220769492162,0.00566179561597875,0.00633294145182654,0.00741972202674681,0.00921875281695727,0.0108517217666191
0.00299545928767547,0.00704428019450107,0.0097556836117186,0.0115383303141235,0.0160468773313727,0.020769726632446,0.022742459518385,0.0258092666251674,0.0304221380412926,0.0345756701743709
0.000576732567171187,0.00242488706668326,0.00425889294259126,0.00564709579439134,0.00963518385624042,0.0143060982785825,0.016314668707014,0.0195189713113194,0.0245306932112239,0.0286081180266648
0.000773137006258006,0.00314382503206263,0.00515931398280392,0.00652399988319075,0.00993903945949915,0.0132781801354186,0.0145836896956571,0.0165743123312637,0.0196768824112256,0.0224469668332453
5.82394884407541E-05,0.000287256282837211,0.000682360084228642,0.00126285610306022,0.00313686917818949,0.00533294569048563,0.00630657934523392,0.00790601900775078,0.010538938078396,0.01288919227274
0.000615274116712189,0.0024327869506949,0.00387383494541954,0.00484884565943944,0.0073199778105613,0.00982121353805189,0.0108448355958845,0.0124524307475094,0.0149698319098236,0.0172938137632402
3.23237249289646E-05,0.00097151330230203,0.00228347266651254,0.00321909609092572,0.00565540550045183,0.00827876802522345,0.00940693624450086,0.0112359847814041,0.0142089305837911,0.0168716082992445
0.000803104442392325,0.00237640681032929,0.00368489052008346,0.0046587560043084,0.00742341121750445,0.0105105538609105,0.0117891277313742,0.0136994380436866,0.0163404471054062,0.0183758232601329
0.000596039023745343,0.00165345150369219,0.00239794286192986,0.00288418708065803,0.00411497373048631,0.00547561015142139,0.0060851197584373,0.00711322354389555,0.00891920521399994,0.0107106336019993
0.000928905982640544,0.00242853775861659,0.00344908518713219,0.00410320231152834,0.00568235821664627,0.0072547128591104,0.00790499952009948,0.00893737108288648,0.0105880803598292,0.0120586042753104
0.000496798603438355,0.00208316425230305,0.00356976652969006,0.00453807603588198,0.00686657328564678,0.00917995721489316,0.0101292593477557,0.0116450074033039,0.0141770737227904,0.0169097491907152
0.00110449114129759,0.00290489897738637,0.00457318074557364,0.00593383509493181,0.00947302800591777,0.0132903810180583,0.0149813840743673,0.0178353711218683,0.0229172556325117,0.0283036044732378
0.00185181002554818,0.00539332732503694,0.00801645808469706,0.00979587927428301,0.0144460839730715,0.01933656625934,0.0213360951574926,0.0243690261149288,0.0287446482270366,0.032073585930467
0.00250697754515247,0.00618298616809011,0.00850682110590415,0.00994232660743239,0.0133116742931858,0.0165581690391602,0.0178643480976256,0.0197416937409756,0.0226551159236789,0.0251313949136289
0.000384900381868586,0.00135322232171139,0.00245422255973205,0.00345152543242449,0.00696751773359931,0.0113721479932078,0.0132123056925133,0.0159587710198996,0.0197021748541574,0.0222394248871243
0.00128893603576154,0.00371883999299286,0.00541720539719059,0.00650968428356238,0.00947697374529774,0.0129851976754483,0.0146174745074479,0.0174089696662666,0.0225015072889885,0.0279556012611227
0.00131389910949845,0.00365376692662179,0.00535279332521126,0.00651616627560361,0.00960158474826065,0.0130335417155191,0.0146015667605117,0.0173851366511124,0.0234783431872561,0.035992005206146
0.000871931661749262,0.00236840755132952,0.003392484332947,0.00406221610410514,0.00574120629822237,0.00749101215044077,0.00823264162395748,0.0094163879410802,0.0113516068189668,0.0130832472195952
0.0011593991303649,0.00395107742707279,0.006307183739172,0.00799100742998132,0.0126554709648268,0.0176288413746599,0.0196924549810898,0.0229262450075234,0.0279022751356019,0.0320754838834429
0.00127239620677144,0.00459642215753309,0.00751951157146677,0.00961438584231697,0.0152872151119712,0.0215273325023743,0.0240848333626074,0.0280145256359667,0.0337875584452573,0.0382099366082784
0.00153317942475363,0.0037234806824934,0.0051615418821213,0.00609894242002115,0.00857055823916987,0.0112029139078152,0.0123236500038441,0.0141129638547513,0.0169513015641451,0.0194473196568715
0.000889393964096082,0.0024712391488213,0.0036459580220039,0.00441624828374384,0.00635516654842637,0.008452049699607,0.00938413037633601,0.0109633360667621,0.0138210473148678,0.0169649566701783
0.00177909276690085,0.00589276246502842,0.00947323627925085,0.0118980194731196,0.0176019374788377,0.0226509828825195,0.0245412907975264,0.0272970656723161,0.0310549522815609,0.0337557840674489
0.00207483446875827,0.0064088944309897,0.00945064428093058,0.011495240415942,0.0166064555569538,0.0220560443099264,0.0244148468127698,0.0282408148119284,0.034293612704363,0.0396438356266608
0.00185309880947029,0.00652010800266974,0.0101598795013635,0.0125558865264347,0.0185258196496266,0.0244473846870992,0.0267673569764407,0.0302320745285475,0.0351274825840677,0.0387024230466127
0.00155945719268023,0.00524416691846485,0.00832225836897166,0.0104366013732445,0.0159673659918646,0.0218838022531337,0.0243695564623593,0.0282758488373088,0.0342764165909879,0.039230590326407
0.00120681256000741,0.00366809170107087,0.00572702805297204,0.00723508933015249,0.0113140219932114,0.0156530272995292,0.0175268793959324,0.0206898874953722,0.0258709187144678,0.0304784528537193
0.00164250997547146,0.00520484472567669,0.00747465554773126,0.00890800640871979,0.0123819328725761,0.0158897329657586,0.0173539918897865,0.0197009174058729,0.0235968014658602,0.0276042118677141
