Area_WS/LOA^2 @ T/Dd = 0.12,Area_WS/LOA^2 @ T/Dd = 0.25,Area_WS/LOA^2 @ T/Dd = 0.33,Area_WS/LOA^2 @ T/Dd = 0.38,Area_WS/LOA^2 @ T/Dd = 0.50,Area_WS/LOA^2 @ T/Dd = 0.62,Area_WS/LOA^2 @ T/Dd = 0.67,Area_WS/LOA^2 @ T/Dd = 0.75,Area_WS/LOA^2 @ T/Dd = 0.88,Area_WS/LOA^2 @ T/Dd = 1.0
0.0145209498896338,0.0297202540758001,0.0391602037691779,0.0451541985250029,0.0599792027097954,0.0754336386854703,0.0817468431723426,0.0918714361710345,0.108608093536942,0.124696142468247
0.0854488852061242,0.14384272944854,0.180019858471495,0.203042103457089,0.259424125432299,0.317182620401921,0.341370717922777,0.379782461933178,0.441268690418837,0.496085659959028
0.0241690865849431,0.0612988606054178,0.0888634489700391,0.107034526988888,0.155439127033527,0.221767858686684,0.259660710734184,0.331664164976639,0.438176607220078,0.51224306916419
0.0323343454857001,0.0714348949427831,0.0961152875185068,0.11164705321284,0.149218249595136,0.187373714593498,0.203491766228264,0.229603371693896,0.273252324127276,0.321173592902931
0.0305309127854202,0.0700519928666619,0.0969077757731751,0.1145534418198,0.159381454859516,0.208127184333459,0.229698550952274,0.265717823472643,0.328098043313869,0.389781344408429
0.0480164400735651,0.105450474091068,0.144633024679561,0.171133615133831,0.24002547065608,0.312200599047791,0.339981730681071,0.379400973527183,0.431706488713824,0.470255345340039
0.027863774184314,0.0626586541591769,0.0844796084532277,0.0980979424530806,0.130467537624153,0.162574327984455,0.175900834806229,0.197163074458104,0.231468921243234,0.262027435116778
0.0270187035904057,0.0623979786712869,0.0858090834607718,0.100869014174366,0.138043833845223,0.176313899972434,0.192536804501475,0.218817538843186,0.262362124258488,0.303440407688741
0.0315143041143516,0.0682897187511228,0.0921231283214888,0.107329823091193,0.144460198648683,0.181962282821734,0.197528474572843,0.22214239126446,0.262382272444706,0.299594888535906
0.0190408515557916,0.0389233740675613,0.0512664698566117,0.0590036459819762,0.0776188950305143,0.0963163498538223,0.104136877131839,0.11669903741057,0.137296145347241,0.156547459335637
0.0297817530324162,0.0674407269918182,0.0923570074519682,0.108350426314726,0.147678708663105,0.188262235887091,0.205545249568102,0.233691140584227,0.28082468924871,0.326409271694003
0.0281638798069964,0.0630575710963194,0.0867022845749693,0.101898776945421,0.137857335772699,0.172829398745388,0.187112845726173,0.209588171930226,0.245045970996714,0.276540592646755
0.0161309167909784,0.0368800737460528,0.0503440045599462,0.0588276342809044,0.078329127568609,0.0975281451092047,0.105612712117127,0.118720437452316,0.140821949681102,0.162425685526837
0.0131088585660391,0.0305435341184907,0.0425849492976573,0.0505351730762209,0.070835883199364,0.0926086385325,0.102036876167903,0.117509869092297,0.143653571092899,0.169673084484848
0.0381982755556263,0.0841671034200376,0.116646192334279,0.139149394656937,0.199570508191178,0.259233424491939,0.282484653322798,0.318812564466696,0.377726681421268,0.433392291459375
0.0205178258785207,0.0425061685626775,0.0583501164515306,0.0701915073951184,0.104423937965597,0.135203428513144,0.145520387480095,0.160157205774158,0.181520051360108,0.199996748518719
0.0558252589321917,0.122629618111525,0.166121255221973,0.193789738584492,0.258036991425902,0.319167783708609,0.343348064451049,0.378805805239483,0.434432490825618,0.484343015610089
0.0605418719343301,0.123881614555088,0.152859779712854,0.171863562809316,0.219372459330859,0.269719565846233,0.291321577232308,0.324788826742536,0.375749610171349,0.419071652436919
0.0468811097476236,0.100812775400341,0.134856361412534,0.156318550376232,0.207559571233507,0.25393409602221,0.273647980616992,0.305613095063247,0.358639893879685,0.41082652272177
0.0149557183284211,0.0333353097355842,0.0454253386638122,0.0529611459524786,0.070964454805508,0.0887232244247658,0.0960266797245181,0.107569013367591,0.125983149625795,0.142761857382168
0.0106669834158387,0.0251057801932543,0.0346496793380655,0.0407408374344079,0.0557195968872539,0.0711710581249271,0.0777443670509217,0.0884302852928224,0.105703593397647,0.121009045249601
0.0446730662216116,0.0910743167000557,0.120952266521874,0.139853831512814,0.185881183885367,0.229732855017386,0.246952528058034,0.273678541544036,0.315588241886034,0.352743588729478
0.0147870398805002,0.030159488170856,0.0393876196175503,0.0451760041287876,0.0590786725863061,0.072941779984955,0.0786945758335827,0.0878591608419453,0.101907003079727,0.113067680044406
0.0837438837544976,0.151555151943055,0.191208640685208,0.216262754773106,0.276998796943585,0.338089943628616,0.363522255429871,0.403995610964813,0.46842423417355,0.528577616963181
0.209796605844315,0.276277904304374,0.318294294342003,0.345265067784588,0.411484779605445,0.47844388809761,0.505327056947517,0.547170001789257,0.61244238736436,0.669211954362626
0.0462748098863684,0.106682174809417,0.146206576661833,0.170596551458331,0.226832122693694,0.279732154305378,0.300760492555303,0.333140850616958,0.382404829747907,0.424536363309813
0.0319270328760454,0.0780886817239773,0.111078820712418,0.132917392206224,0.187179202467784,0.242128816985055,0.265493064513734,0.303237016373541,0.364933789332641,0.422639737944417
0.0438964871293581,0.0765488743393138,0.0971665713420843,0.110162808991322,0.141488349550746,0.172638714323909,0.185457332348928,0.205655863293008,0.237311629918273,0.264788790555273
