LCF/LOA @ T/Dd = 0.12,LCF/LOA @ T/Dd = 0.25,LCF/LOA @ T/Dd = 0.33,LCF/LOA @ T/Dd = 0.38,LCF/LOA @ T/Dd = 0.50,LCF/LOA @ T/Dd = 0.62,LCF/LOA @ T/Dd = 0.67,LCF/LOA @ T/Dd = 0.75,LCF/LOA @ T/Dd = 0.88,LCF/LOA @ T/Dd = 1.0
0.576232388019075,0.587934570293134,0.587882715286334,0.586715191318616,0.583244059183251,0.586954877249206,0.590112971410756,0.588171745099524,0.578144994755319,0.549211417969909
0.500094749333915,0.50296457333762,0.496336732061923,0.492559325555448,0.485195912974338,0.480602666414004,0.483244988282774,0.487280155931735,0.487206878342494,0.462939791042377
0.701981398772813,0.616867260724143,0.586995006302254,0.586540990814184,0.565137915447217,0.50310918483661,0.466777958744689,0.422304473430873,0.384508836351716,0.340104636938805
0.468864080294865,0.47910546888874,0.496099401087771,0.508310604475913,0.530429420923259,0.5207440113183,0.515634754196056,0.506611336461662,0.484424070909532,0.369016917797893
0.287455605862317,0.310066286426981,0.321462341235317,0.328038651120587,0.351504781282797,0.384866390491895,0.39900765652748,0.42183244644683,0.459341237886275,0.493891038309258
0.347670095195353,0.400174495693747,0.410967212503008,0.409294339411495,0.353840103775863,0.32990049089577,0.334689323515621,0.34244224986416,0.341368045908109,0.311486372392426
0.551930343686262,0.537891899155561,0.522410828808385,0.514567543152241,0.496239138398203,0.472010109710192,0.462598316832057,0.448495416233662,0.435696437978799,0.439047152299426
0.377085539269155,0.392644464834689,0.399774595354895,0.403595731299487,0.411066794116466,0.416361852686981,0.417961480043775,0.429744256075176,0.47893571876086,0.531682570300223
0.367355762211598,0.401122874472593,0.417381201221842,0.426636819258709,0.446874382738873,0.464959202293472,0.47196515068615,0.495602350465884,0.517011999526021,0.538399489599646
0.522021350348081,0.521651575374994,0.522001296649274,0.522343141879623,0.522566331490719,0.520778472233907,0.519647703645437,0.51710264490282,0.51312987877638,0.508492464630145
0.327143662957741,0.35665152101923,0.370002481735872,0.377000583091947,0.392124963797433,0.409474926156031,0.418173717672406,0.438765922575649,0.496301626282987,0.50034307360992
0.397615623255905,0.426192394613893,0.437982352013142,0.448665739085302,0.464310500356931,0.463999231206166,0.458358633286757,0.447388692009025,0.424326902899295,0.403173418825375
0.431396156334107,0.45210821542667,0.464022580867541,0.470891063362875,0.490077684418523,0.505181492784004,0.511220206855322,0.519604720539338,0.528427972292041,0.53437385150364
0.519966085481499,0.525880258798313,0.522981158874004,0.521720216595833,0.520293291572616,0.524052781737133,0.527569997666364,0.535985025625069,0.555378566151396,0.582031753218214
0.36567136752219,0.365785845612342,0.353270055587734,0.3417635191471,0.356442748870988,0.40344868598968,0.423822556429157,0.449396060866208,0.479589513388138,0.504012859658719
0.407306573426137,0.362896739778329,0.310807490378179,0.280382670416748,0.265243298950029,0.345231783561131,0.387533788620733,0.444592844792412,0.501764011420623,0.508142323239184
0.4784000272854,0.497288601693145,0.504386707863303,0.508072941120619,0.489992229263665,0.477207611171998,0.489685059679372,0.48944314355251,0.467356127650689,0.443134355955249
0.558983505422144,0.345524854582297,0.374928060718128,0.391371333960911,0.420935199366612,0.441610123544811,0.462368022964459,0.446497441411833,0.419059438270404,0.392052237520868
0.309922183679736,0.321509438286335,0.330964547691625,0.338413310174807,0.369618383038012,0.373263636059066,0.375161703594612,0.378498470120113,0.419897248489503,0.401587411573809
0.452846145563447,0.500946540933387,0.49705862737197,0.493359138308272,0.483815536290244,0.476201485741851,0.473444790378607,0.472825489618625,0.468121654947537,0.462818291170455
0.406675960978625,0.471076337529438,0.46602507024791,0.464615160121098,0.468288280683348,0.474124549299523,0.473921675036049,0.473053655881844,0.511813227356118,0.553633678523704
0.469113058404574,0.462232071308361,0.466319328233302,0.463479010252895,0.448558869032555,0.442039098009428,0.440003541163006,0.436478343473629,0.431416464685535,0.429176500471941
0.548869118348752,0.554001624906981,0.550389326417518,0.547796481695013,0.541494102759436,0.535680045545504,0.533590621288556,0.53074033875365,0.582008375008849,0.621836885480871
0.504012786212192,0.533374973523406,0.535245931189624,0.534502599851186,0.528806780571353,0.516903207475125,0.509386286138609,0.488404080816131,0.434182491221227,0.352695936721889
0.533492739157629,0.574827427475747,0.576645213432321,0.57664077325311,0.57717418028728,0.571175820329976,0.569944640512332,0.563577576659193,0.549093703471888,0.514105668757884
0.480638655928891,0.489974366221284,0.52666736735249,0.518496434795606,0.496927540007329,0.472710842351293,0.461835786048303,0.443432989541893,0.410625115022148,0.376463608407242
0.470027630316047,0.475855117222357,0.478193602959848,0.479704746102158,0.476279621397752,0.483002039883133,0.486085724566686,0.49699566392721,0.516729284908011,0.528230569198221
0.500528518875086,0.511733555536809,0.511090567740945,0.512066941275657,0.518366870114022,0.530013521060786,0.536478974555292,0.549020344926973,0.577897956610367,0.612228777489992
0.477671757416182,0.48016922187663,0.479722696938621,0.479785856473366,0.482131153538099,0.484918172516416,0.486996203096338,0.491661071400901,0.503527628069853,0.521179629161002
0.476745212158499,0.529756823107901,0.541369576066546,0.546066855565704,0.556085281810146,0.558476270244181,0.56392770361027,0.57106592108555,0.558570976922739,0.514272273967297
0.544682463233509,0.563775240756953,0.581187304721008,0.589502078264827,0.602240258422656,0.59785818628792,0.591172458135385,0.576231395783528,0.537875303585831,0.47956279292773
0.400363676606254,0.392545183259003,0.42638228173073,0.433472273519897,0.448255160550635,0.480489648196481,0.474714349050106,0.46499463168779,0.447351194402358,0.399955647555174
0.459490286653407,0.485004155142355,0.491368774459889,0.49371298136785,0.499310773841951,0.505466075243012,0.507952897334422,0.512790602585971,0.529604940607831,0.545773538849971
0.462250101252884,0.477301031614255,0.484822388460005,0.48919210556726,0.483831625348932,0.465818053033931,0.456453217723791,0.442157261951647,0.420710161754631,0.398438308894416
0.528477770646262,0.513219987679331,0.503000229129423,0.495750108793669,0.493900589553433,0.514332281380981,0.525678259742755,0.546062078880565,0.584250815276969,0.625071115122402
0.438777875910013,0.456270646681488,0.448827597505716,0.441036700107687,0.410343929450811,0.387125409523195,0.379168143114634,0.368054364211607,0.354127754153817,0.345797437375427
0.33564656619193,0.422085696391164,0.429163817335488,0.430786101133541,0.433362617209214,0.473509615866527,0.471829447727013,0.473132617867582,0.475874958797497,0.468268862648207
0.435999758823438,0.441677548981404,0.434801065064922,0.426704345739441,0.403581015409111,0.395159425100866,0.401441890380438,0.423782761404071,0.467308123201874,0.496504756141228
0.496853811783559,0.495146032596309,0.494317496839946,0.494188200113616,0.495811600524957,0.500061831802591,0.502712542550327,0.508536710605368,0.522016984762069,0.517138888317994
0.325157640300642,0.431089168309634,0.436610279873511,0.439905334354916,0.448343132866371,0.465025444260981,0.473975416886591,0.490774827590682,0.542390854639272,0.554847570070349
0.469447812695949,0.477960856841299,0.481338479557658,0.484182425455475,0.490914134183182,0.498214257349198,0.501559839742901,0.507376923324127,0.516649077427878,0.530762121288902
0.358160641619284,0.37964497760011,0.388499962246448,0.39457605851727,0.410581063038452,0.435857144676474,0.454240221876523,0.483932405476288,0.534152441452183,0.538188244932368
0.495573469373157,0.476671566164512,0.465961465484597,0.460376270777115,0.451402533278332,0.444845216205418,0.447654964045651,0.459569480660483,0.505857392640009,0.577240696348067
0.465272579233499,0.513300045675961,0.522140650614745,0.522310034330243,0.511906744123977,0.503280847063809,0.499999385780905,0.494920119896439,0.487318088446626,0.483846132624034
0.413650442057987,0.42682672982277,0.432174283416901,0.434648737448193,0.438068918307754,0.436954309600632,0.437585085227637,0.443854194763167,0.486163663402041,0.469014555557656
0.284937444143069,0.378445692505958,0.392586266769329,0.397870273190302,0.411636525853357,0.425909031197195,0.431957799632395,0.44250140155256,0.459366477617883,0.475862242616997
0.389363031088651,0.413554414789074,0.426119684100677,0.43280613752239,0.445731499023048,0.454717249104927,0.457393619569626,0.460438534435437,0.461867649777011,0.473727486958236
0.342965623764461,0.371332790878755,0.387837720826404,0.397074962254467,0.417398285154015,0.436916914528033,0.445189744950608,0.459585478633316,0.485465786071796,0.51068143334447
0.502312064613567,0.521094475520808,0.493759964201544,0.477743696793478,0.450261330361386,0.445845605429855,0.450378640879513,0.484017293632551,0.56520395672016,0.62112620387504
0.456068614867913,0.458004226996507,0.458558145259904,0.459627898831246,0.469905503290062,0.489104815217985,0.496718833071599,0.509404286209537,0.533124198821478,0.564231224561062
0.51461306711371,0.50794106706408,0.503022568797485,0.499291047961061,0.488653979705983,0.476024560346368,0.470665622824695,0.461998853564364,0.447691425387334,0.443681755666857
0.588555898874995,0.587950601291454,0.587555610688417,0.588013199857226,0.609341265510216,0.614123839404803,0.612061682941099,0.604806029783141,0.569414112239439,0.482378152261456
0.248597993010744,0.414028529262227,0.50237383623013,0.525374559388245,0.552226579178076,0.56844592789899,0.571958360932855,0.574141061632614,0.589792633263651,0.595612416228605
0.350642438825353,0.366741535046376,0.373185468744085,0.385078053108481,0.415174504679297,0.441166203023091,0.449126781108533,0.458600138712967,0.469851041950387,0.470497468379384
0.40651641031559,0.401429773796729,0.397379196075203,0.39413789719946,0.375665142141104,0.39375526990461,0.40215524173276,0.417032975651541,0.44459251463934,0.499001498266984
0.343055647671163,0.397910469225279,0.425407338654214,0.429396347722241,0.422324649232908,0.402103379706778,0.395266031326892,0.393504775860274,0.398770915218783,0.425392418129275
0.73228777313916,0.689974004528166,0.653924456217429,0.610291042292209,0.620058328053273,0.61993605283686,0.608378061037414,0.586481104207864,0.541672732921222,0.490358479619877
0.607393148994519,0.576560042895979,0.560517668128242,0.550746416833298,0.539342679016089,0.515603019478085,0.499158787023605,0.459959828387369,0.357886360462951,0.255889131958851
0.501383469066659,0.510601672171369,0.514820277402744,0.517158457607677,0.522355177034475,0.527441609223238,0.529011259251138,0.528788970951406,0.528775490262766,0.520732923549415
0.490564776783849,0.478926239789826,0.47212722178057,0.471142749343373,0.486423499462753,0.477960734779761,0.475828011931266,0.473708289469999,0.474670887150591,0.480943166412797
0.532291031400417,0.483884010396913,0.479608799381883,0.478284794492216,0.483733415676723,0.498024013766544,0.500629059924867,0.507400610697544,0.52391881500091,0.549481160573318
0.472931121716026,0.445887121388053,0.428569485879435,0.417797558717821,0.426155311691723,0.434968472450933,0.437523877801604,0.436225534297118,0.436866252281224,0.445828811199558
0.696326781766347,0.625681148934202,0.602563013752562,0.59909281758175,0.589969407863618,0.578739129643333,0.57306805522764,0.562392996879875,0.545244277525349,0.537061349481841
0.511326601032027,0.54644853720584,0.549370194384041,0.549919825474154,0.549765624358397,0.549908012880377,0.550445807522637,0.552072388267181,0.558024816699364,0.570478730826302
0.421653502906944,0.474012537688068,0.502444654718486,0.503399244917559,0.483370685374357,0.468106482864102,0.460273118318606,0.445017868851182,0.420110720969687,0.404056314117975
0.504320946412167,0.533722641230763,0.532409477953681,0.529787373902166,0.521890921449255,0.519414825688473,0.520014817848867,0.525857524315294,0.548676824486583,0.585254320439468
0.48269022953372,0.49475000117231,0.49258048559208,0.491510701006599,0.491704687364076,0.482409196226683,0.476802501656796,0.468271467347677,0.458788964041308,0.455776051347051
0.368752098950062,0.37430606490792,0.370716440584247,0.369977168632091,0.369875064785326,0.373767115396774,0.38982018231322,0.417287891736607,0.449341438406108,0.470361540794869
0.551539286046036,0.548484393804364,0.546384852233442,0.545327125767127,0.543319246381182,0.539706491806775,0.535686164062076,0.526593929733736,0.495900194336144,0.428585073857416
0.548767403267847,0.538428611608595,0.53471316315662,0.53284043366264,0.52969330836091,0.528529427248808,0.528670768452785,0.529716293878468,0.533764591348985,0.531781461919785
0.486912633482521,0.491419633423468,0.493108875923157,0.494004551391427,0.49536983656742,0.495007626311103,0.494802096359652,0.493914442279469,0.497023764011212,0.477612160542139
0.532278453203646,0.552904825955731,0.556387194859316,0.557031839034512,0.555812790742842,0.552138319077828,0.550038303037269,0.545905480220966,0.556134368557989,0.584269693926303
0.485027325326216,0.481817361472767,0.468147621389227,0.456162857726403,0.447571520670446,0.477865119033818,0.488350039132875,0.487312823294151,0.478803386170424,0.458731792557416
0.283260331448932,0.313924248585281,0.325563039295546,0.331566677718692,0.342633379500974,0.392013396867118,0.403159571792548,0.420029134794101,0.445997734270406,0.468466943720096
0.272596539363107,0.334294165642003,0.364611936881945,0.381695425683576,0.418222685251623,0.448420869775274,0.460849019393857,0.483576649874446,0.523573917263453,0.563613141135386
0.49805784347177,0.489187136639348,0.515899577452667,0.504084685517772,0.481810641803137,0.468551798506023,0.458279243585235,0.444559287751184,0.417361331358468,0.36658240232804
0.352278644477167,0.346018342326902,0.369574344233401,0.379040195678665,0.394781940351983,0.418499150047909,0.426217461525768,0.439679764482125,0.465630722349231,0.494801327922096
0.512034193507095,0.477781344020804,0.438117509862712,0.410902342604734,0.373827266145027,0.385506469203497,0.403721351801285,0.44390625007064,0.532258560425375,0.619200774595114
0.662584436352247,0.648295807863438,0.641431801227107,0.646959844115599,0.655145023064808,0.643600304462808,0.637574406664767,0.625998847464486,0.58466046438057,0.529899966392722
0.525494014912434,0.526743356575287,0.52109075799891,0.517164785472473,0.50803952228314,0.498399093028781,0.493795709426955,0.485696581242727,0.46912860469806,0.448367844694106
0.466307006178022,0.46930090336369,0.470765259849246,0.472229069962267,0.478605784883915,0.494563517238056,0.502695138239832,0.516745078067083,0.541623311649869,0.565269478092674
