x/LOA of fwd end of Box ,length/LOA of Box,height/LOA of Box,width/LOA of Box,Volume/LOA^3 of Box
0.249864368856187,0.622016328297399,0.0344660119401138,0.204169230552264,0.00437706616442921
0.195571787858057,0.619479935841895,0.219347121764369,0.0938278878876456,0.0127494404560709
0.296000047701703,0.499241317128903,0.129471711031563,0.233430743472229,0.0150884094544209
0.195085215488849,0.599304788035453,0.0805150696781553,0.196763361782398,0.00949443563341036
0.0480008123570874,0.512375176405196,0.144877441307792,0.190176051759411,0.014117073468555
0.0765288004772786,0.542532165658882,0.163486879477007,0.0627445934667076,0.00556525035371901
0.169224964618595,0.615539324641516,0.113542434834135,0.0914659136354164,0.00639253748916936
0.106382536001428,0.483190758065357,0.12306164651475,0.188023837105642,0.0111803204583691
0.206159230058703,0.478431500844317,0.109686220323629,0.264413984124556,0.0138757433419083
0.0983439090010765,0.805274899895748,0.0537314616226293,0.127256618088631,0.00550621537194294
0.116000006006018,0.481744783228035,0.157672630215635,0.169706663523771,0.0128905731585181
0.0362221155209209,0.655285497812768,0.0953297012301071,0.184223757075506,0.0115081211089461
0.18208020419224,0.549706806501913,0.0735638707321798,0.294304300453582,0.0119012422457956
0.278153877145033,0.495170004259666,0.0796957555789595,0.127192702446769,0.00501939895551278
0.104271800029006,0.473070369453647,0.20323758290917,0.0845553167917486,0.00812962829811971
0.145343889172123,0.603184197036061,0.0558112971932123,0.108541748402447,0.00365400287318897
0.154128787928325,0.626052729835869,0.204978717801661,0.199937420411605,0.0256574664863537
0.045427424626472,0.526572514722238,0.158277766423569,0.198560189471361,0.0165489436905474
0.111971651072794,0.444027294347702,0.195168643591199,0.059547039330115,0.00516035862092032
0.131557466999349,0.696183313478359,0.0505299928176122,0.0871692820899274,0.00306645301988444
0.136755332665137,0.609648335822025,0.049146947171437,0.0526660533757658,0.00157799896419403
0.1214064002284,0.657668436531918,0.111700763067439,0.169515251356209,0.012452940618054
0.353147328915758,0.541809148345845,0.0397098136406983,0.14119901818658,0.00303791668786752
0.0872713655288895,0.847427319279675,0.210041902279759,0.0799308780647306,0.0142273163189421
0.220546252111483,0.640967941268048,0.23604378263915,0.113044210839211,0.0171031931521493
0.175584754497546,0.46902562086045,0.21047384942216,0.131289089940603,0.0129605475281015
0.227633272429404,0.50336987220093,0.188033458933188,0.208772089752965,0.0197603572511979
0.254784922980965,0.59566279608592,0.09735607244336,0.190374322058497,0.011040071618838
0.157619809541002,0.645987012810636,0.101653849244986,0.122899458453359,0.00807044690055928
0.228778759986229,0.632008869432132,0.130041228420365,0.109063139253524,0.00896359510220677
0.256000177462933,0.620677719157982,0.107367084245082,0.151948010229322,0.0101258696413295
0.0652050805862996,0.650204076155633,0.121813100514624,0.223029992979989,0.0176647280551054
0.199885677556113,0.69246608700519,0.0358141193039279,0.157966334080397,0.00391757504559169
0.0796874312222408,0.653488329388991,0.13493278868477,0.202729803996212,0.0178761064657099
0.293384764739003,0.610405033882523,0.11604557299932,0.203211601485982,0.0143944535388142
0.14175316153684,0.411513841776805,0.157528269259765,0.161651522946489,0.0104790702029465
0.0907810466086429,0.601701714099353,0.167472121793902,0.166691276905061,0.0167971903888432
0.123400845509301,0.727279763589028,0.0628065435627943,0.128741020957835,0.00588062310580945
0.174698098366567,0.64153778982722,0.159049094229912,0.121321578595296,0.0123791691256998
0.188280085767977,0.454356666856195,0.107176647100912,0.145007044991376,0.00706132456641908
0.237635304712351,0.540607309225939,0.0666518919502831,0.196760779679668,0.00708978278634264
0.20972046064376,0.461478978764693,0.0898975752838207,0.0835605594929013,0.00346658010466368
0.278861598971047,0.546894061508272,0.15827462199605,0.19551646712452,0.0169237980278199
0.165881718278691,0.689162180750236,0.101208417887579,0.183492037482356,0.0127983886878847
0.0552748964980517,0.696070046155407,0.141321061967647,0.102676490925603,0.0101002205070382
0.0904092969159402,0.565951171185528,0.0776032658165533,0.134504712285365,0.00590740112123335
0.0597396235794751,0.621384754522306,0.109938571576887,0.127443995232151,0.00870622850151818
0.127742570849894,0.513335757246857,0.0616051799654156,0.270683100807515,0.00856012073786401
0.302773526322167,0.511595581946094,0.10559647980225,0.119843825884349,0.00647428615807502
0.108148573928843,0.709839871436241,0.0764382006390731,0.0679556976298601,0.00368720021388656
0.161527117415616,0.594456375071516,0.090491179325084,0.120404609116354,0.00647693217434469
0.266316732954455,0.647642002326614,0.0707877557610615,0.140524117624739,0.00644234558081672
0.236000006627749,0.610112993351717,0.136119310233988,0.144905333614913,0.012034121304797
0.0800302661674314,0.574706517819988,0.188785459184084,0.119319677611507,0.0129457356465639
0.200000002628447,0.469991692836885,0.215488921240541,0.0957465195061895,0.00969701627843534
0.126731117925007,0.648841597046767,0.13889624912064,0.078159663466814,0.00704387893737862
0.369077800621574,0.485397502718298,0.120952000187388,0.176279973659305,0.0103493617930126
0.191101196504543,0.680874282362062,0.117139556554205,0.151938784878805,0.0121182289952784
0.150502731733109,0.677196201251277,0.0602145284800829,0.194942496929104,0.0079491799340415
0.180888450465969,0.619127307904497,0.104517054218032,0.220951980469159,0.0142976617789704
0.338848712092682,0.487390273337035,0.145734788148696,0.200924549014324,0.0142716141020793
0.265322120555136,0.434677576127872,0.16403958781904,0.112005084954268,0.00798644758654526
0.366779700546986,0.4958448915838,0.123990986988944,0.113057607260994,0.00695081532914598
0.181456594500557,0.740503071480064,0.160949010174158,0.0673382124124579,0.0080255860877404
0.187812508044954,0.552515053265442,0.187181140824601,0.163446501412683,0.0169037022266616
0.303580065150114,0.635106394802506,0.156363662171049,0.100925916051012,0.0100227066413772
0.16244860630155,0.600154814788614,0.144280375144112,0.205201060337942,0.0177684751011831
0.107839187632024,0.480222935097645,0.11118761495638,0.232683901144861,0.0124241203239206
0.146252455216358,0.804459387152657,0.121199081696598,0.122563324960582,0.011949892192804
0.160326257426561,0.809362513008046,0.14966506825273,0.113528465919516,0.013752077238335
0.0894822305878139,0.736793146320597,0.125841653666022,0.175282126360769,0.0162520304396235
0.232210047317126,0.753036033922453,0.149602507459524,0.208053480742782,0.0234384893382697
0.11071465014139,0.726504208224813,0.147754026156292,0.205421903691478,0.0220507927627233
0.0624590889313001,0.45524172032031,0.122617302112461,0.249012394302255,0.0138999992334155
0.204872965590219,0.530936966168585,0.0218443051313089,0.0905831878828159,0.00105057920188043
0.172204360375041,0.533651882184948,0.158265926859847,0.27039375226696,0.0228371615208965
0.126337357402351,0.740068765608265,0.101770198081218,0.120350565511586,0.00906443690767038
0.382052701330107,0.544934682127225,0.157463829781125,0.228753693356358,0.0196287830066597
0.368107100595698,0.587710020671332,0.108958814063147,0.0956869986104801,0.00612743052360767
0.109175379358042,0.828824602737894,0.165631690810569,0.169823742758756,0.0233133389301093
0.156574833418435,0.645883207159402,0.0927885965092882,0.138919964886632,0.00832555633380299
0.121843800101437,0.687208322409684,0.151145902235637,0.299389056547168,0.0310971586587273
0.239290984402375,0.655647449957544,0.121366424599021,0.155934472061778,0.0124082652475349
0.154010508532186,0.651249827101673,0.0359493470776398,0.0839725310225608,0.00196596540590689
0.103466883005053,0.496420279161339,0.161905278927717,0.156595182386476,0.0125860345789255
0.174000197870566,0.738123542474067,0.168109225840552,0.0917236773849113,0.0113815671156503
0.245131630248207,0.468255011891046,0.0986426453887522,0.253221756414594,0.0116962909211541
0.389774205219187,0.543069503888914,0.0915492535261321,0.125517789291215,0.00624044420657832
0.124788883070134,0.860629823659842,0.172306718774235,0.174767009340725,0.0259166019529892
0.171217359868513,0.514326539999301,0.0420940122728877,0.0573482920165113,0.00124159440389145
0.129569143707042,0.48821561160353,0.191467790625996,0.146335367422751,0.0136790737473081
0.0484892915258413,0.581111571841278,0.159692094916897,0.087563938198977,0.00812583927126713
0.307184013824597,0.599381362508093,0.0803707236517096,0.109395182749401,0.00526986283495003
0.128077434439079,0.652223072882636,0.0983701828228445,0.159982607636534,0.0102643725854026
0.230000094878328,0.717999703027273,0.164350612876268,0.129250300276104,0.0152520125261369
0.174621829233254,0.611377715711391,0.0536415839651838,0.168728078003549,0.00553348271808981
0.0866354124876103,0.550168555735625,0.0805790458928439,0.121550484221652,0.00538858303152969
0.0795791554003489,0.725174965948785,0.147822434869563,0.253430592912802,0.0271670320048641
0.0540000031664851,0.810171539596699,0.119400168042258,0.24188800214911,0.0233989434796386
0.0931780261153859,0.714067374738563,0.139292322483734,0.150510396586723,0.0149703815942712
0.0620233525394254,0.624512869312321,0.199300062851493,0.192312863410516,0.0239363078747212
0.23532129949961,0.622913691235433,0.0799302681566211,0.151739076670573,0.00755503679015435
0.170402095359845,0.727198326937966,0.158492453391652,0.201646827137705,0.0232408951855275
0.430895373055831,0.461583137147119,0.0768500659769367,0.153048249038145,0.00542903378856257
0.073143789264653,0.65733589397376,0.0358753898822832,0.113324558474893,0.00267244030408761
0.255053795423241,0.636427803429832,0.0889478581898791,0.154820270450388,0.00876420366086872
0.088081893507265,0.565917439832484,0.0800964899631392,0.166056052574272,0.00752698884067517
